idFilaPedido;idWebService;idLoja;idCabecPedido;idFilaCliente;empresa;pedidoCliente;pedidoJund;respostaJundPedido;respostaJundEnderecoEntrega;respostaJundItensPedido;respostaJundPedidoSerial;respostaJundConfirmaPagtoPedido;respostaJundRastreamentoPedido;idStatusIntegracao;dataHoraEntradaFila;dataHoraProcessadoPedido;dataHoraProcessadoPedidoSerial;dataHoraProcessadoConfirmaPagtoPedido;ultimaDataHoraRastreamentoPedido;rastreamentoFinalizado;importacaoImeiFinalizada;respostaServiceAtualizacaoPedidoERP;notaFiscal;subId;ultimoStatusRastreamentoPedidoOI;statusSiteIntegracaoAtualizado;reprocessarPedido;ultimoStatusResumidoRastreamentoPedidoOI;engenhariaReversa;pedidoJundDesmembrado;duplicidadeValidada;respostaJundCliente;tipoPagamento;dadosPedidoGravado;importacaoOcorrenciaFinalizada;pedidoJundDesmembradoJaImportado;informacoesValidadas;pedidoLiberadoParaRastreamento;pedidoJundDesmembradoEncontrado;idModoIntegracao;pedidoOiIntegradoSite;chaveUnica;idLojaAntigo;pedidoCancelado
253097;1;41;252539;269087;26;30503533;504173;OK;OK;OK;;;;4;2018-07-31 20:36:30.743;2018-07-31 20:36:20.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253096;1;16;252538;269086;222;30504181;15561;OK;OK;OK;;;;4;2018-07-31 20:26:27.813;2018-07-31 20:25:17.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253095;1;38;252537;269085;222;30504191;15560;OK;OK;OK;;;;4;2018-07-31 20:26:26.003;2018-07-31 20:25:17.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253094;1;16;252536;269084;222;30504190;15559;OK;OK;OK;;;;4;2018-07-31 20:26:24.410;2018-07-31 20:25:17.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253093;1;41;252535;269083;26;30503358;504158;OK;OK;OK;;;;4;2018-07-31 20:16:30.573;2018-07-31 20:16:17.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253092;1;34;252534;269082;222;30503633;15558;OK;OK;OK;;;;4;2018-07-31 20:11:30.003;2018-07-31 20:11:16.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253091;1;18;252533;269081;222;30503813;15557;OK;OK;OK;;;;4;2018-07-31 20:06:30.323;2018-07-31 20:06:16.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253090;1;19;252532;269080;222;30503823;15556;OK;OK;OK;;;;4;2018-07-31 20:06:27.657;2018-07-31 20:06:16.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253089;1;19;252531;269079;222;30503258;15555;OK;OK;OK;;;;4;2018-07-31 19:41:39.460;2018-07-31 19:41:15.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253088;1;19;252530;269078;222;30503265;15554;OK;OK;OK;;;;4;2018-07-31 19:31:48.323;2018-07-31 19:31:15.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253087;1;19;252529;269077;222;30503075;15553;OK;OK;OK;;;;4;2018-07-31 19:31:46.980;2018-07-31 19:31:15.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253086;1;34;252528;269076;222;30503072;15552;OK;OK;OK;;;;4;2018-07-31 19:31:45.187;2018-07-31 19:31:15.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253085;1;38;252527;269075;222;30503077;15551;OK;OK;OK;;;;4;2018-07-31 19:21:43.940;2018-07-31 19:21:13.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253084;1;34;252526;269074;222;30503073;15550;OK;OK;OK;;;;4;2018-07-31 19:21:41.693;2018-07-31 19:21:13.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253083;1;16;252525;269073;222;30503069;15549;OK;OK;OK;;;;4;2018-07-31 19:21:38.603;2018-07-31 19:21:13.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253082;1;16;252524;269072;222;30472021;15548;OK;OK;OK;;;;4;2018-07-31 19:01:40.413;2018-07-31 19:01:11.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253081;1;34;252523;269071;222;30502518;15547;OK;OK;OK;;;;4;2018-07-31 18:51:37.047;2018-07-31 18:51:12.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253080;1;34;252522;269070;222;30502332;15546;OK;OK;OK;;;;4;2018-07-31 18:51:34.673;2018-07-31 18:51:12.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253079;1;32;252521;269069;222;30502148;15545;OK;OK;OK;;;;4;2018-07-31 18:31:40.980;2018-07-31 18:31:10.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253078;4;28;252520;269067;26;80141000005QAgpAAG;504134;OK;OK;OK;;;;4;2018-07-31 18:26:13.467;2018-07-31 18:25:11.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253077;1;34;252519;269066;222;30501970;15544;OK;OK;OK;;;;4;2018-07-31 18:21:43.710;2018-07-31 18:21:11.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253076;1;38;252518;269065;222;30499348;15543;OK;OK;OK;;;;4;2018-07-31 18:21:41.043;2018-07-31 18:21:10.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253075;1;34;252517;269064;222;30501782;15542;OK;OK;OK;;;;4;2018-07-31 18:21:38.140;2018-07-31 18:21:10.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253074;1;32;252516;269063;222;30501959;15541;OK;OK;OK;;;;4;2018-07-31 18:21:31.650;2018-07-31 18:21:10.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253073;1;38;252515;269061;222;30499349;15540;OK;OK;OK;;;;4;2018-07-31 18:11:53.410;2018-07-31 18:11:07.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253072;1;32;252514;269060;222;30501779;15539;OK;OK;OK;;;;4;2018-07-31 18:11:51.040;2018-07-31 18:11:06.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253071;1;34;252513;269059;222;30501584;15538;OK;OK;OK;;;;4;2018-07-31 18:11:47.420;2018-07-31 18:11:06.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253070;1;32;252512;269058;222;30501777;15537;OK;OK;OK;;;;4;2018-07-31 18:11:45.470;2018-07-31 18:11:06.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253069;1;16;252511;269057;222;30501780;15536;OK;OK;OK;;;;4;2018-07-31 18:11:42.460;2018-07-31 18:11:06.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253068;4;28;252510;269062;26;80141000005QAcYAAW;504128;OK;OK;OK;;;;4;2018-07-31 18:11:15.253;2018-07-31 18:10:07.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253067;1;32;252509;269056;222;30501581;15535;OK;OK;OK;;;;4;2018-07-31 18:06:29.877;2018-07-31 18:06:07.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253066;1;38;252508;269055;222;30501586;15534;OK;OK;OK;;;;4;2018-07-31 18:06:27.960;2018-07-31 18:06:07.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253065;1;19;252507;269054;222;30500844;15533;OK;OK;OK;;;;4;2018-07-31 17:51:36.830;2018-07-31 17:51:00.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253064;1;16;252506;230175;222;30469424;15532;OK;OK;OK;;;;4;2018-07-31 17:51:34.690;2018-07-31 17:51:00.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253063;1;13;252505;269053;29;30499818;177846;OK;OK;OK;;;;4;2018-07-31 17:41:37.647;2018-07-31 17:41:00.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253062;1;38;252504;269052;222;30500096;15531;OK;OK;OK;;;;4;2018-07-31 17:36:31.307;2018-07-31 17:36:00.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253061;1;34;252503;269051;222;30500843;15530;OK;OK;OK;;;;4;2018-07-31 17:36:29.823;2018-07-31 17:36:00.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253060;1;38;252502;269050;222;30495975;15529;OK;OK;OK;;;;4;2018-07-31 17:36:28.467;2018-07-31 17:36:00.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253059;1;38;252501;269049;222;30500474;15528;OK;OK;OK;;;;4;2018-07-31 17:36:26.690;2018-07-31 17:36:00.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253058;1;32;252500;269048;222;30500842;15527;OK;OK;OK;;;;4;2018-07-31 17:21:36.770;2018-07-31 17:20:57.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253057;1;13;252499;269047;29;30499444;177840;OK;OK;OK;;;;4;2018-07-31 17:11:36.903;2018-07-31 17:10:57.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253056;1;3;252498;269046;29;30409609;177839;OK;OK;OK;;;;4;2018-07-31 17:11:28.667;2018-07-31 17:10:57.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253055;1;19;252497;269045;222;30500473;15518;OK;OK;OK;;;;4;2018-07-31 17:01:49.257;2018-07-31 17:00:54.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253054;1;38;252496;269044;222;30494863;15517;OK;OK;OK;;;;4;2018-07-31 17:01:47.697;2018-07-31 17:00:54.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253053;1;18;252495;269043;222;30500285;15516;OK;OK;OK;;;;4;2018-07-31 16:51:35.620;2018-07-31 16:50:54.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253052;1;18;252494;269042;222;30500286;15515;OK;OK;OK;;;;4;2018-07-31 16:51:32.627;2018-07-31 16:50:54.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253051;1;23;252493;269040;222;30499628;15514;OK;OK;OK;;;;4;2018-07-31 16:41:32.970;2018-07-31 16:40:53.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253050;4;28;252492;269041;26;80141000005QA77AAG;504078;OK;OK;OK;;;;4;2018-07-31 16:41:13.563;2018-07-31 16:40:53.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253049;1;32;252491;269039;222;30380715;15513;OK;OK;OK;;;;4;2018-07-31 16:36:22.307;2018-07-31 16:35:52.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253048;1;16;252490;269038;222;30499915;15512;OK;OK;OK;;;;4;2018-07-31 16:31:45.777;2018-07-31 16:30:51.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253047;1;38;252489;269037;222;30499716;15511;OK;OK;OK;;;;4;2018-07-31 16:31:43.220;2018-07-31 16:30:51.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253046;1;16;252488;269036;222;30499908;15510;OK;OK;OK;;;;4;2018-07-31 16:31:40.317;2018-07-31 16:30:50.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253045;1;17;252487;269035;29;30354933;177813;OK;OK;OK;;;;4;2018-07-31 16:26:27.737;2018-07-31 16:25:49.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253044;1;34;252486;269034;222;30499712;15509;OK;OK;OK;;;;4;2018-07-31 16:21:45.450;2018-07-31 16:20:45.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253043;1;34;252485;269033;222;30499714;15508;OK;OK;OK;;;;4;2018-07-31 16:21:43.500;2018-07-31 16:20:45.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253042;1;34;252484;269032;222;30499715;15507;OK;OK;OK;;;;4;2018-07-31 16:21:40.897;2018-07-31 16:20:45.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253041;1;41;252483;269031;26;30498871;504056;OK;OK;OK;;;;4;2018-07-31 16:16:25.757;2018-07-31 16:15:44.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253040;1;32;252482;269030;222;30499327;15506;OK;OK;OK;;;;4;2018-07-31 16:06:33.900;2018-07-31 16:05:40.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253039;1;34;252481;269029;222;30428605;15505;OK;OK;OK;;;;4;2018-07-31 16:06:30.767;2018-07-31 16:05:40.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253038;1;32;252480;269028;222;30494490;15504;OK;OK;OK;;;;4;2018-07-31 16:06:27.677;2018-07-31 16:05:39.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253037;1;3;252479;269027;29;30497676;177810;OK;OK;OK;;;;4;2018-07-31 15:56:22.217;2018-07-31 15:55:41.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253036;1;16;252478;269026;222;30468655;15503;OK;OK;OK;;;;4;2018-07-31 15:51:32.460;2018-07-31 15:50:39.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253035;1;18;252477;268250;222;30401271;15502;OK;OK;OK;;;;4;2018-07-31 15:46:29.987;2018-07-31 15:45:39.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253034;1;16;252476;264392;222;30195266;;NCM [84713012-2] N�O PARAMETRIZADO PARA OPERA��O [100 - Venda] - FINALIDADE [Consumo] - GRUPO TRIBUT�RIO [OPERA��O � N�O CONTRIBUINTE].;OK;NCM [84713012-2] N�O PARAMETRIZADO PARA OPERA��O [100 - Venda] - FINALIDADE [Consumo] - GRUPO TRIBUT�RIO [OPERA��O � N�O CONTRIBUINTE].;;;;5;2018-07-31 15:46:24.450;2018-07-31 15:45:39.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253033;1;32;252475;269024;222;30498965;15501;OK;OK;OK;;;;4;2018-07-31 15:39:30.357;2018-07-31 15:38:39.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253032;1;38;252474;269023;222;30498967;15500;OK;OK;OK;;;;4;2018-07-31 15:39:28.453;2018-07-31 15:38:38.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253031;1;13;252473;269022;29;30497863;177805;OK;OK;OK;;;;4;2018-07-31 15:39:26.987;2018-07-31 15:38:38.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253030;1;13;252472;269025;29;30097837;177804;OK;OK;OK;;;;4;2018-07-31 15:39:25.130;2018-07-31 15:38:38.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253029;1;32;252471;269021;222;30498777;15499;OK;OK;OK;;;;4;2018-07-31 15:31:38.077;2018-07-31 15:30:36.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253028;1;34;252470;269019;222;30498399;15498;OK;OK;OK;;;;4;2018-07-31 15:18:14.527;2018-07-31 15:17:37.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253027;1;34;252469;269018;222;30498409;15497;OK;OK;OK;;;;4;2018-07-31 15:18:13.277;2018-07-31 15:17:37.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253026;1;38;252468;269017;222;30498578;15496;OK;OK;OK;;;;4;2018-07-31 15:18:12.060;2018-07-31 15:17:36.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253025;1;13;252467;NULL;0;30097837;;;;;;;;5;2018-07-31 15:18:10.627;NULL;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;0;0;0;0;0;0;1;0;NULL;NULL;0
253024;1;16;252465;269016;222;30498212;15495;OK;OK;OK;;;;4;2018-07-31 15:06:25.717;2018-07-31 15:05:35.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253023;1;38;252464;269015;222;30494860;15494;OK;OK;OK;;;;4;2018-07-31 15:06:23.393;2018-07-31 15:05:35.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253022;1;38;252463;269014;222;30498213;15493;OK;OK;OK;;;;4;2018-07-31 15:06:20.430;2018-07-31 15:05:35.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253021;1;17;252462;269013;29;30497384;177800;OK;OK;OK;;;;4;2018-07-31 14:56:23.270;2018-07-31 14:55:36.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253020;1;17;252461;269012;29;30356131;177798;OK;OK;OK;;;;4;2018-07-31 14:46:31.803;2018-07-31 14:45:32.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253019;1;19;252460;269011;222;30497646;15492;OK;OK;OK;;;;4;2018-07-31 14:31:32.100;2018-07-31 14:30:29.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253018;1;13;252459;269010;29;30490999;177794;OK;OK;OK;;;;4;2018-07-31 14:26:24.510;2018-07-31 14:25:30.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253017;1;34;252458;269009;222;30497087;15491;OK;OK;OK;;;;4;2018-07-31 14:21:45.690;2018-07-31 14:21:30.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253016;1;38;252457;269008;222;30497459;15490;OK;OK;OK;;;;4;2018-07-31 14:21:44.533;2018-07-31 14:21:30.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253015;1;16;252456;269007;222;30496903;15489;OK;OK;OK;;;;4;2018-07-31 14:21:42.583;2018-07-31 14:21:29.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253014;1;34;252455;269006;222;30497458;15488;OK;OK;OK;;;;4;2018-07-31 14:21:40.540;2018-07-31 14:20:30.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253013;1;13;252454;269005;29;30472667;177792;OK;OK;OK;;;;4;2018-07-31 14:11:37.997;2018-07-31 14:11:26.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253012;1;38;252453;269004;222;30492619;15487;OK;OK;OK;;;;4;2018-07-31 14:11:35.953;2018-07-31 14:10:26.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253011;1;17;252452;269003;29;30473350;177791;OK;OK;OK;;;;4;2018-07-31 14:11:33.520;2018-07-31 14:10:26.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253010;1;3;252451;269002;29;30495187;177790;OK;OK;OK;;;;4;2018-07-31 14:11:30.400;2018-07-31 14:10:26.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253009;1;38;252450;269001;222;30497089;15486;OK;OK;OK;;;;4;2018-07-31 14:06:29.737;2018-07-31 14:05:26.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253008;1;17;252449;269000;29;30467163;177789;OK;OK;OK;;;;4;2018-07-31 13:51:51.790;2018-07-31 13:51:23.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253007;1;34;252448;268999;222;30496724;15485;OK;OK;OK;;;;4;2018-07-31 13:51:49.700;2018-07-31 13:51:22.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253006;1;34;252447;268998;222;30496904;15484;OK;OK;OK;;;;4;2018-07-31 13:51:46.533;2018-07-31 13:51:22.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253005;4;28;252446;268997;26;80141000005Q9MXAA0;504011;OK;OK;OK;;;;4;2018-07-31 13:41:15.270;2018-07-31 13:40:23.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253004;1;34;252445;268996;222;30496531;15483;OK;OK;OK;;;;4;2018-07-31 13:31:42.993;2018-07-31 13:31:22.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253003;1;34;252444;268995;222;30496344;15482;OK;OK;OK;;;;4;2018-07-31 13:26:28.180;2018-07-31 13:25:23.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253002;1;16;252443;268994;222;30495974;15481;OK;OK;OK;;;;4;2018-07-31 13:26:26.887;2018-07-31 13:25:23.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253001;1;38;252442;268993;222;30495603;15480;OK;OK;OK;;;;4;2018-07-31 12:51:30.503;2018-07-31 12:50:22.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
253000;1;38;252441;268992;222;30476197;15479;OK;OK;OK;;;;4;2018-07-31 12:41:40.300;2018-07-31 12:41:21.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252999;1;3;252440;268991;29;30431920;177705;OK;OK;OK;;;;4;2018-07-31 12:36:25.847;2018-07-31 12:35:22.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252998;1;13;252439;268990;29;30358067;177704;OK;OK;OK;;;;4;2018-07-31 12:36:23.427;2018-07-31 12:35:21.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252997;1;38;252438;268988;222;30476196;15478;OK;OK;OK;;;;4;2018-07-31 12:31:47.290;2018-07-31 12:31:21.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252996;1;38;252437;268987;222;30474291;15477;OK;OK;OK;;;;4;2018-07-31 12:31:44.763;2018-07-31 12:31:21.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252995;1;38;252436;268986;222;30482846;15476;OK;OK;OK;;;;4;2018-07-31 12:31:41.767;2018-07-31 12:31:21.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252994;1;24;252435;NULL;26;13135641;;;;;;;;10;2018-07-31 12:31:21.877;NULL;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;1;0;NULL;NULL;0
252993;1;38;252434;268985;222;30473534;15475;OK;OK;OK;;;;4;2018-07-31 12:21:42.810;2018-07-31 12:21:18.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252992;1;38;252433;268984;222;30492992;15474;OK;OK;OK;;;;4;2018-07-31 12:21:40.970;2018-07-31 12:21:18.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
