E	Pedido	Jund	Status	Data
26	13086551		INSUCESSO	2018-06-26 17:31:10.150
26	13086551		INSUCESSO	2018-06-26 17:16:10.187
26	13086551		INSUCESSO	2018-06-26 17:01:12.607
26	13086551		INSUCESSO	2018-06-26 16:46:13.857
26	13086551		INSUCESSO	2018-06-26 16:31:12.083
26	13086551		INSUCESSO	2018-06-26 16:16:18.060
22	13141381		DUPLICIDADE	2018-06-26 16:16:10.807
26	13086551		INSUCESSO	2018-06-26 16:01:20.233
22	13141381	106970	SUCESSO	2018-06-26 16:01:12.543
26	13086551		INSUCESSO	2018-06-26 15:46:12.767
26	13086551		INSUCESSO	2018-06-26 15:31:15.667
26	13086551		INSUCESSO	2018-06-26 15:16:16.180
26	13086551		INSUCESSO	2018-06-26 15:01:19.497
26	13086551		INSUCESSO	2018-06-26 14:46:18.737
26	13086551		INSUCESSO	2018-06-26 14:31:15.457
26	13086551		INSUCESSO	2018-06-26 14:16:12.873
26	13086551		INSUCESSO	2018-06-26 14:01:13.303
26	13086551		INSUCESSO	2018-06-26 13:46:14.597
26	13086551		INSUCESSO	2018-06-26 13:31:13.377
26	13086551		INSUCESSO	2018-06-26 13:16:10.417
29	13141671		DUPLICIDADE	2018-06-26 06:16:04.677
29	13141671	173662	SUCESSO	2018-06-26 06:01:06.880
29	13141671		DUPLICIDADE	2018-06-26 05:46:04.840
29	13141671		DUPLICIDADE	2018-06-26 05:31:06.060
29	13141671		DUPLICIDADE	2018-06-26 05:16:05.110
29	13141671		DUPLICIDADE	2018-06-26 05:01:06.113
29	13141671		DUPLICIDADE	2018-06-26 04:46:04.613
29	13141671		DUPLICIDADE	2018-06-26 04:31:04.510
29	13141671		DUPLICIDADE	2018-06-26 04:16:04.873
29	13141671		DUPLICIDADE	2018-06-26 04:01:05.673
29	13141671		DUPLICIDADE	2018-06-26 03:46:04.833
29	13141671		DUPLICIDADE	2018-06-26 03:31:04.850
29	13141671		DUPLICIDADE	2018-06-26 03:16:04.913
29	13141671		DUPLICIDADE	2018-06-26 03:01:05.200
29	13141671		DUPLICIDADE	2018-06-26 02:46:06.780
29	13141671		DUPLICIDADE	2018-06-26 02:31:05.140
29	13141671		DUPLICIDADE	2018-06-26 02:16:05.210
29	13141671		DUPLICIDADE	2018-06-26 02:01:06.137
29	13141671		DUPLICIDADE	2018-06-26 01:46:04.763
29	13141671		DUPLICIDADE	2018-06-26 01:31:05.323
29	13141671		DUPLICIDADE	2018-06-26 01:16:05.707
29	13141671		DUPLICIDADE	2018-06-26 01:01:05.517
29	13141671		DUPLICIDADE	2018-06-26 00:46:05.030
29	13141671		DUPLICIDADE	2018-06-26 00:31:05.967
29	13141671		DUPLICIDADE	2018-06-26 00:16:04.717
29	13141671		DUPLICIDADE	2018-06-26 00:01:19.870
29	13141671		DUPLICIDADE	2018-06-25 23:46:08.910
29	13141671		DUPLICIDADE	2018-06-25 23:31:09.847
29	13141671		DUPLICIDADE	2018-06-25 23:16:10.457
29	13141671		DUPLICIDADE	2018-06-25 23:01:10.603
29	13141671		INSUCESSO	2018-06-25 22:46:11.457
29	13128911		DUPLICIDADE	2018-06-25 21:16:09.197
29	13128911	173661	SUCESSO	2018-06-25 21:01:13.787
22	13131001		DUPLICIDADE	2018-06-25 18:46:08.977
22	13131001	106911	SUCESSO	2018-06-25 18:31:10.303
29	13134825		DUPLICIDADE	2018-06-25 17:16:10.463
29	13134825	173655	SUCESSO	2018-06-25 17:01:15.177
26	13155185		DUPLICIDADE	2018-06-25 13:01:21.183
26	13104529		DUPLICIDADE	2018-06-25 12:46:24.603
26	13155185	493786	SUCESSO	2018-06-25 12:46:18.097
26	13104529	493784	SUCESSO	2018-06-25 12:31:15.747
22	13099999		DUPLICIDADE	2018-06-23 14:31:13.313
22	13099999	106838	SUCESSO	2018-06-23 14:16:12.677
22	13130125		DUPLICIDADE	2018-06-23 07:16:09.490
22	13130125	106837	SUCESSO	2018-06-23 07:01:09.183
26	13100961		DUPLICIDADE	2018-06-22 23:46:12.967
26	13100961		DUPLICIDADE	2018-06-22 23:31:13.283
26	13100961		DUPLICIDADE	2018-06-22 23:16:13.273
26	13100961		DUPLICIDADE	2018-06-22 23:01:38.700
26	13100961		DUPLICIDADE	2018-06-22 22:46:14.337
26	13100961		DUPLICIDADE	2018-06-22 22:32:13.360
26	13100961		DUPLICIDADE	2018-06-22 22:16:16.783
26	13100961		INSUCESSO	2018-06-22 22:01:16.520
26	13100961		INSUCESSO	2018-06-22 21:46:11.703
26	13100961		INSUCESSO	2018-06-22 21:31:16.063
26	13100961		INSUCESSO	2018-06-22 21:16:13.390
26	13100961		INSUCESSO	2018-06-22 21:01:21.633
26	13100961		INSUCESSO	2018-06-22 20:46:14.027
26	13100961		INSUCESSO	2018-06-22 20:31:14.093
26	13100961		INSUCESSO	2018-06-22 20:16:13.830
26	13100961		INSUCESSO	2018-06-22 20:01:34.190
26	13100961		INSUCESSO	2018-06-22 19:46:12.760
26	13100961		INSUCESSO	2018-06-22 19:31:13.340
26	13100961		INSUCESSO	2018-06-22 19:16:13.627
26	13100961		INSUCESSO	2018-06-22 19:01:21.930
26	13100961		INSUCESSO	2018-06-22 18:46:14.147
26	13100961		INSUCESSO	2018-06-22 18:31:16.710
26	13100961		INSUCESSO	2018-06-22 18:16:13.623
26	13100961		INSUCESSO	2018-06-22 18:01:19.867
26	13100961		INSUCESSO	2018-06-22 17:46:11.443
26	13100961		INSUCESSO	2018-06-22 17:31:14.007
26	13100961		INSUCESSO	2018-06-22 17:16:14.290
26	13100961		INSUCESSO	2018-06-22 17:01:16.383
26	13100961		INSUCESSO	2018-06-22 16:46:15.233
26	13100961		INSUCESSO	2018-06-22 16:31:15.433
26	13100961		INSUCESSO	2018-06-22 16:16:17.063
26	13100961		INSUCESSO	2018-06-22 16:01:18.033
26	13100961		INSUCESSO	2018-06-22 15:46:15.290
26	13100961		INSUCESSO	2018-06-22 15:31:18.680
26	13100961		INSUCESSO	2018-06-22 15:16:13.847
26	13100961		INSUCESSO	2018-06-22 15:01:20.913
26	13100961		INSUCESSO	2018-06-22 14:46:15.773
26	13100961		INSUCESSO	2018-06-22 14:31:17.710
26	13100961		INSUCESSO	2018-06-22 14:16:14.910
26	13100961		INSUCESSO	2018-06-22 14:01:16.723
26	13100961		INSUCESSO	2018-06-22 13:46:10.667
26	13100961		INSUCESSO	2018-06-22 13:31:13.003
26	13100961		INSUCESSO	2018-06-22 13:16:17.000
26	13100961		INSUCESSO	2018-06-22 13:01:13.457
26	13100961		INSUCESSO	2018-06-22 12:46:14.503
26	13100961		INSUCESSO	2018-06-22 12:31:14.517
26	13100961		INSUCESSO	2018-06-22 12:16:31.567
26	13100961		INSUCESSO	2018-06-22 12:01:15.370
26	13100961		INSUCESSO	2018-06-22 11:46:11.730
26	13100961		INSUCESSO	2018-06-22 11:31:12.787
26	13100961		INSUCESSO	2018-06-22 11:16:11.417
26	13100961		INSUCESSO	2018-06-22 11:01:19.580
26	13100961		INSUCESSO	2018-06-22 10:46:17.277
29	13144219		DUPLICIDADE	2018-06-22 10:46:09.837
26	13100961		INSUCESSO	2018-06-22 10:31:18.277
29	13144219	173404	SUCESSO	2018-06-22 10:31:10.523
26	13100961		INSUCESSO	2018-06-22 10:16:14.213
26	13100961		INSUCESSO	2018-06-22 10:01:17.530
26	13100961		INSUCESSO	2018-06-22 09:46:11.450
26	13100961		INSUCESSO	2018-06-22 09:31:11.837
26	13100961		INSUCESSO	2018-06-22 09:16:11.553
26	13100961		INSUCESSO	2018-06-22 09:01:15.063
26	13100961		INSUCESSO	2018-06-22 08:46:10.057
26	13100961		INSUCESSO	2018-06-22 08:31:11.543
26	13100961		INSUCESSO	2018-06-22 08:16:12.220
26	13100961		INSUCESSO	2018-06-22 08:01:13.820
26	13100961		INSUCESSO	2018-06-22 07:46:11.477
26	13100961		INSUCESSO	2018-06-22 07:31:09.497
26	13100961		INSUCESSO	2018-06-22 07:16:10.453
26	13100961		INSUCESSO	2018-06-22 07:01:11.983
26	13100961		INSUCESSO	2018-06-22 06:46:06.510
26	13100961		INSUCESSO	2018-06-22 06:31:08.170
26	13100961		INSUCESSO	2018-06-22 06:16:09.590
26	13100961		INSUCESSO	2018-06-22 06:01:11.997
26	13100961		DUPLICIDADE	2018-06-22 05:46:06.743
26	13100961		DUPLICIDADE	2018-06-22 05:31:09.603
26	13100961		DUPLICIDADE	2018-06-22 05:16:07.547
26	13100961		DUPLICIDADE	2018-06-22 05:01:06.970
26	13100961		DUPLICIDADE	2018-06-22 04:46:07.270
26	13100961		DUPLICIDADE	2018-06-22 04:31:08.973
26	13100961		DUPLICIDADE	2018-06-22 04:16:09.083
26	13100961		DUPLICIDADE	2018-06-22 04:01:17.653
26	13100961		DUPLICIDADE	2018-06-22 03:46:08.183
26	13100961		DUPLICIDADE	2018-06-22 03:31:07.353
26	13100961		DUPLICIDADE	2018-06-22 03:16:08.413
26	13100961		DUPLICIDADE	2018-06-22 03:01:09.607
26	13100961		DUPLICIDADE	2018-06-22 02:46:06.273
26	13100961		DUPLICIDADE	2018-06-22 02:31:06.333
26	13100961		DUPLICIDADE	2018-06-22 02:16:06.273
26	13100961		DUPLICIDADE	2018-06-22 02:01:07.557
26	13100961		DUPLICIDADE	2018-06-22 01:46:05.590
26	13100961		DUPLICIDADE	2018-06-22 01:31:05.950
26	13100961		DUPLICIDADE	2018-06-22 01:16:06.150
26	13100961		DUPLICIDADE	2018-06-22 01:01:22.523
26	13100961		DUPLICIDADE	2018-06-22 00:46:06.820
26	13100961		DUPLICIDADE	2018-06-22 00:31:06.897
26	13100961		DUPLICIDADE	2018-06-22 00:16:06.863
26	13100961		DUPLICIDADE	2018-06-22 00:01:38.150
26	13100961		DUPLICIDADE	2018-06-21 23:46:14.123
26	13100155		DUPLICIDADE	2018-06-21 23:46:10.007
26	13100961		DUPLICIDADE	2018-06-21 23:31:15.540
26	13100155		DUPLICIDADE	2018-06-21 23:31:10.453
26	13100961		DUPLICIDADE	2018-06-21 23:16:17.363
26	13100155		DUPLICIDADE	2018-06-21 23:16:11.140
26	13100961		DUPLICIDADE	2018-06-21 23:01:33.040
26	13100155		DUPLICIDADE	2018-06-21 23:01:26.600
26	13100961		DUPLICIDADE	2018-06-21 22:46:21.737
26	13100155		DUPLICIDADE	2018-06-21 22:46:14.717
26	13100961		DUPLICIDADE	2018-06-21 22:31:53.213
26	13100155		DUPLICIDADE	2018-06-21 22:31:46.300
26	13100961		DUPLICIDADE	2018-06-21 22:16:39.217
26	13100155		DUPLICIDADE	2018-06-21 22:16:32.040
26	13100961		INSUCESSO	2018-06-21 22:01:21.307
26	13100155		INSUCESSO	2018-06-21 22:01:13.757
26	13100961		INSUCESSO	2018-06-21 21:46:15.513
26	13100155		INSUCESSO	2018-06-21 21:46:10.710
26	13100961		INSUCESSO	2018-06-21 21:31:16.990
26	13100155		INSUCESSO	2018-06-21 21:31:11.153
26	13100961		INSUCESSO	2018-06-21 21:16:16.450
26	13100155		INSUCESSO	2018-06-21 21:16:10.490
26	13100961		INSUCESSO	2018-06-21 21:01:19.390
26	13100155		INSUCESSO	2018-06-21 21:01:13.247
26	13100961		INSUCESSO	2018-06-21 20:46:18.563
26	13100155		INSUCESSO	2018-06-21 20:46:13.277
26	13100961		INSUCESSO	2018-06-21 20:31:17.553
26	13100155		INSUCESSO	2018-06-21 20:31:12.653
26	13100961		INSUCESSO	2018-06-21 20:16:18.267
26	13100155		INSUCESSO	2018-06-21 20:16:11.980
26	13100961		INSUCESSO	2018-06-21 20:01:18.077
26	13100155		INSUCESSO	2018-06-21 20:01:12.133
26	13100961		INSUCESSO	2018-06-21 19:46:15.830
26	13100155		INSUCESSO	2018-06-21 19:46:11.773
26	13100961		INSUCESSO	2018-06-21 19:31:16.323
26	13100155		INSUCESSO	2018-06-21 19:31:12.423
26	13100961		INSUCESSO	2018-06-21 19:16:14.960
26	13100155		INSUCESSO	2018-06-21 19:16:10.217
26	13100961		INSUCESSO	2018-06-21 19:01:17.520
26	13100155		INSUCESSO	2018-06-21 19:01:13.247
26	13100961		INSUCESSO	2018-06-21 18:46:17.960
26	13100155		INSUCESSO	2018-06-21 18:46:12.237
26	13100961		INSUCESSO	2018-06-21 18:31:15.670
26	13100155		INSUCESSO	2018-06-21 18:31:10.803
26	13100961		INSUCESSO	2018-06-21 18:16:18.653
26	13100155		INSUCESSO	2018-06-21 18:16:12.413
26	13100961		INSUCESSO	2018-06-21 18:01:19.733
26	13100155		INSUCESSO	2018-06-21 18:01:13.993
26	13100961		INSUCESSO	2018-06-21 17:46:15.713
26	13100155		INSUCESSO	2018-06-21 17:46:11.143
26	13100961		INSUCESSO	2018-06-21 17:31:17.517
26	13100155		INSUCESSO	2018-06-21 17:31:12.290
26	13100961		INSUCESSO	2018-06-21 17:16:20.213
26	13100155		INSUCESSO	2018-06-21 17:16:15.877
26	13100961		INSUCESSO	2018-06-21 17:02:21.833
26	13100155		INSUCESSO	2018-06-21 17:02:14.067
26	13100961		INSUCESSO	2018-06-21 16:46:26.697
26	13100155		INSUCESSO	2018-06-21 16:46:20.380
26	13100961		INSUCESSO	2018-06-21 16:33:18.167
26	13100155		INSUCESSO	2018-06-21 16:33:13.240
26	13100961		INSUCESSO	2018-06-21 16:16:57.740
26	13100155		INSUCESSO	2018-06-21 16:16:54.043
26	13100961		INSUCESSO	2018-06-21 16:02:19.630
26	13100155		INSUCESSO	2018-06-21 16:02:14.797
26	13100961		INSUCESSO	2018-06-21 15:46:17.740
26	13100155		INSUCESSO	2018-06-21 15:46:13.417
26	13100961		INSUCESSO	2018-06-21 15:31:17.723
26	13100155		INSUCESSO	2018-06-21 15:31:12.573
26	13100961		INSUCESSO	2018-06-21 15:16:19.193
26	13100155		INSUCESSO	2018-06-21 15:16:13.953
26	13100961		INSUCESSO	2018-06-21 15:01:25.610
26	13100155		INSUCESSO	2018-06-21 15:01:20.960
26	13100961		INSUCESSO	2018-06-21 14:46:20.590
26	13100155		INSUCESSO	2018-06-21 14:46:14.367
26	13100155		INSUCESSO	2018-06-21 14:31:18.283
26	13100155		INSUCESSO	2018-06-21 14:16:13.093
26	13100155		INSUCESSO	2018-06-21 14:01:13.983
26	13100155		INSUCESSO	2018-06-21 13:46:13.623
26	13100155		INSUCESSO	2018-06-21 13:31:12.910
26	13100155		INSUCESSO	2018-06-21 13:16:12.430
26	13100155		INSUCESSO	2018-06-21 13:01:15.053
26	13100155		INSUCESSO	2018-06-21 12:46:14.443
26	13100155		INSUCESSO	2018-06-21 12:31:13.363
26	13100155		INSUCESSO	2018-06-21 12:16:22.237
26	13100155		INSUCESSO	2018-06-21 12:01:12.313
26	13100155		INSUCESSO	2018-06-21 11:46:15.090
29	13140067		DUPLICIDADE	2018-06-21 11:46:09.987
26	13100155		INSUCESSO	2018-06-21 11:31:16.860
29	13140067	173300	SUCESSO	2018-06-21 11:31:09.887
26	13100155		INSUCESSO	2018-06-21 11:16:09.917
26	13100155		INSUCESSO	2018-06-21 11:01:12.940
26	13100155		INSUCESSO	2018-06-21 10:46:12.223
26	13100155		INSUCESSO	2018-06-21 10:31:17.133
26	13100155		INSUCESSO	2018-06-21 10:16:12.520
26	13100155		INSUCESSO	2018-06-21 10:01:13.323
26	13100155		INSUCESSO	2018-06-21 09:46:12.133
26	13100155		INSUCESSO	2018-06-21 09:31:13.090
26	13100155		INSUCESSO	2018-06-21 09:16:11.507
26	13100155		INSUCESSO	2018-06-21 09:01:14.387
26	13100155		INSUCESSO	2018-06-21 08:46:12.023
26	13100155		INSUCESSO	2018-06-21 08:31:10.190
26	13100155		INSUCESSO	2018-06-21 08:16:10.567
26	13100155		INSUCESSO	2018-06-21 08:01:10.083
26	13100155		INSUCESSO	2018-06-21 07:46:10.357
26	13100155		INSUCESSO	2018-06-21 07:31:11.863
26	13100155		INSUCESSO	2018-06-21 07:16:10.293
26	13100155		INSUCESSO	2018-06-21 07:01:10.913
26	13100155		INSUCESSO	2018-06-21 06:46:05.557
26	13100155		INSUCESSO	2018-06-21 06:31:06.510
26	13100155		INSUCESSO	2018-06-21 06:16:05.813
26	13100155		INSUCESSO	2018-06-21 06:01:08.360
26	13100155		DUPLICIDADE	2018-06-21 05:46:05.930
26	13100155		DUPLICIDADE	2018-06-21 05:31:06.000
26	13100155		DUPLICIDADE	2018-06-21 05:16:05.217
26	13100155		DUPLICIDADE	2018-06-21 05:01:05.703
26	13100155		DUPLICIDADE	2018-06-21 04:46:05.257
26	13100155		DUPLICIDADE	2018-06-21 04:31:05.960
26	13100155		DUPLICIDADE	2018-06-21 04:16:04.953
26	13100155		DUPLICIDADE	2018-06-21 04:01:06.237
26	13100155		DUPLICIDADE	2018-06-21 03:46:05.997
26	13100155		DUPLICIDADE	2018-06-21 03:31:05.020
26	13100155		DUPLICIDADE	2018-06-21 03:16:05.350
26	13100155		DUPLICIDADE	2018-06-21 03:01:06.340
26	13100155		DUPLICIDADE	2018-06-21 02:46:05.467
26	13100155		DUPLICIDADE	2018-06-21 02:31:05.597
26	13100155		DUPLICIDADE	2018-06-21 02:16:06.410
26	13100155		DUPLICIDADE	2018-06-21 02:01:06.460
26	13100155		DUPLICIDADE	2018-06-21 01:46:06.557
26	13100155		DUPLICIDADE	2018-06-21 01:31:18.073
26	13100155		DUPLICIDADE	2018-06-21 01:16:06.170
26	13100155		DUPLICIDADE	2018-06-21 01:01:05.970
26	13100155		DUPLICIDADE	2018-06-21 00:46:05.830
26	13100155		DUPLICIDADE	2018-06-21 00:31:29.603
26	13100155		DUPLICIDADE	2018-06-21 00:16:06.837
26	13100155		DUPLICIDADE	2018-06-21 00:01:34.393
26	13132437		DUPLICIDADE	2018-06-20 23:46:18.950
26	13139419		DUPLICIDADE	2018-06-20 23:46:14.553
26	13100155		DUPLICIDADE	2018-06-20 23:46:08.780
26	13132437		DUPLICIDADE	2018-06-20 23:31:36.923
26	13139419		DUPLICIDADE	2018-06-20 23:31:31.777
26	13100155		DUPLICIDADE	2018-06-20 23:31:10.480
26	13132437		DUPLICIDADE	2018-06-20 23:16:24.007
26	13139419		DUPLICIDADE	2018-06-20 23:16:18.220
26	13100155		DUPLICIDADE	2018-06-20 23:16:10.967
26	13132437		DUPLICIDADE	2018-06-20 23:02:00.663
26	13139419		DUPLICIDADE	2018-06-20 23:01:53.783
26	13100155		DUPLICIDADE	2018-06-20 23:01:44.893
26	13132437		DUPLICIDADE	2018-06-20 22:46:28.217
26	13139419		DUPLICIDADE	2018-06-20 22:46:20.713
26	13100155		DUPLICIDADE	2018-06-20 22:46:12.133
26	13132437		DUPLICIDADE	2018-06-20 22:31:28.060
26	13139419		DUPLICIDADE	2018-06-20 22:31:20.820
26	13100155		DUPLICIDADE	2018-06-20 22:31:12.257
26	13132437		DUPLICIDADE	2018-06-20 22:17:33.750
26	13139419		DUPLICIDADE	2018-06-20 22:17:28.400
26	13100155		DUPLICIDADE	2018-06-20 22:17:11.300
26	13132437		INSUCESSO	2018-06-20 22:01:28.280
26	13139419		INSUCESSO	2018-06-20 22:01:21.587
26	13100155		INSUCESSO	2018-06-20 22:01:13.320
26	13132437		INSUCESSO	2018-06-20 21:46:19.727
26	13139419		INSUCESSO	2018-06-20 21:46:16.187
26	13100155		INSUCESSO	2018-06-20 21:46:10.977
26	13132437		INSUCESSO	2018-06-20 21:31:21.213
26	13139419		INSUCESSO	2018-06-20 21:31:17.017
26	13100155		INSUCESSO	2018-06-20 21:31:09.747
26	13132437		INSUCESSO	2018-06-20 21:16:22.837
26	13139419		INSUCESSO	2018-06-20 21:16:17.173
26	13100155		INSUCESSO	2018-06-20 21:16:10.573
26	13132437		INSUCESSO	2018-06-20 21:01:26.390
26	13139419		INSUCESSO	2018-06-20 21:01:20.243
26	13100155		INSUCESSO	2018-06-20 21:01:12.367
26	13132437		INSUCESSO	2018-06-20 20:46:24.297
26	13139419		INSUCESSO	2018-06-20 20:46:17.560
26	13100155		INSUCESSO	2018-06-20 20:46:09.697
26	13132437		INSUCESSO	2018-06-20 20:31:40.890
26	13139419		INSUCESSO	2018-06-20 20:31:34.370
26	13100155		INSUCESSO	2018-06-20 20:31:18.580
26	13132437		INSUCESSO	2018-06-20 20:16:29.650
26	13139419		INSUCESSO	2018-06-20 20:16:22.973
26	13100155		INSUCESSO	2018-06-20 20:16:15.890
26	13132437		INSUCESSO	2018-06-20 20:01:40.303
26	13139419		INSUCESSO	2018-06-20 20:01:31.317
26	13100155		INSUCESSO	2018-06-20 20:01:13.360
26	13132437		INSUCESSO	2018-06-20 19:46:17.403
26	13139419		INSUCESSO	2018-06-20 19:46:13.317
26	13100155		INSUCESSO	2018-06-20 19:46:07.667
26	13132437		INSUCESSO	2018-06-20 19:31:20.700
26	13139419		INSUCESSO	2018-06-20 19:31:16.723
26	13100155		INSUCESSO	2018-06-20 19:31:10.670
26	13132437		INSUCESSO	2018-06-20 19:16:13.727
26	13139419		INSUCESSO	2018-06-20 19:16:10.763
26	13100155		INSUCESSO	2018-06-20 19:16:07.143
26	13132437		INSUCESSO	2018-06-20 19:01:37.297
26	13139419		INSUCESSO	2018-06-20 19:01:31.463
26	13100155		INSUCESSO	2018-06-20 19:01:20.370
26	13132437		INSUCESSO	2018-06-20 18:46:23.723
26	13139419		INSUCESSO	2018-06-20 18:46:17.250
26	13100155		INSUCESSO	2018-06-20 18:46:09.497
26	13132437		INSUCESSO	2018-06-20 18:31:25.950
26	13139419		INSUCESSO	2018-06-20 18:31:19.600
26	13100155		INSUCESSO	2018-06-20 18:31:12.533
26	13132437		INSUCESSO	2018-06-20 18:16:27.537
26	13139419		INSUCESSO	2018-06-20 18:16:21.077
26	13100155		INSUCESSO	2018-06-20 18:16:12.857
26	13132437		INSUCESSO	2018-06-20 18:01:25.617
26	13139419		INSUCESSO	2018-06-20 18:01:19.937
26	13100155		INSUCESSO	2018-06-20 18:01:13.103
26	13132437		INSUCESSO	2018-06-20 17:46:18.563
26	13139419		INSUCESSO	2018-06-20 17:46:15.163
26	13100155		INSUCESSO	2018-06-20 17:46:09.097
26	13132437		INSUCESSO	2018-06-20 17:31:19.537
26	13139419		INSUCESSO	2018-06-20 17:31:15.373
26	13100155		INSUCESSO	2018-06-20 17:31:08.960
26	13132437		INSUCESSO	2018-06-20 17:16:22.447
26	13139419		INSUCESSO	2018-06-20 17:16:17.127
26	13100155		INSUCESSO	2018-06-20 17:16:10.200
26	13132437		INSUCESSO	2018-06-20 17:01:28.483
26	13139419		INSUCESSO	2018-06-20 17:01:22.850
26	13100155		INSUCESSO	2018-06-20 17:01:14.880
26	13132437		INSUCESSO	2018-06-20 16:46:24.903
26	13139419		INSUCESSO	2018-06-20 16:46:19.537
26	13100155		INSUCESSO	2018-06-20 16:46:11.160
26	13132437		INSUCESSO	2018-06-20 16:31:24.587
26	13139419		INSUCESSO	2018-06-20 16:31:18.487
26	13100155		INSUCESSO	2018-06-20 16:31:11.763
26	13132437		INSUCESSO	2018-06-20 16:16:25.170
26	13139419		INSUCESSO	2018-06-20 16:16:20.240
26	13100155		INSUCESSO	2018-06-20 16:16:13.050
26	13132437		INSUCESSO	2018-06-20 16:01:28.267
26	13139419		INSUCESSO	2018-06-20 16:01:22.013
26	13100155		INSUCESSO	2018-06-20 16:01:14.977
26	13132437		INSUCESSO	2018-06-20 15:46:25.320
26	13139419		INSUCESSO	2018-06-20 15:46:20.173
26	13100155		INSUCESSO	2018-06-20 15:46:13.323
26	13132437		INSUCESSO	2018-06-20 15:31:26.617
26	13139419		INSUCESSO	2018-06-20 15:31:21.657
26	13100155		INSUCESSO	2018-06-20 15:31:15.540
26	13132437		INSUCESSO	2018-06-20 15:16:20.773
26	13139419		INSUCESSO	2018-06-20 15:16:16.560
26	13100155		INSUCESSO	2018-06-20 15:16:10.523
26	13132437		INSUCESSO	2018-06-20 15:01:33.327
26	13139419		INSUCESSO	2018-06-20 15:01:27.880
26	13100155		INSUCESSO	2018-06-20 15:01:20.377
26	13132437		INSUCESSO	2018-06-20 14:46:26.180
26	13139419		INSUCESSO	2018-06-20 14:46:20.580
26	13100155		INSUCESSO	2018-06-20 14:46:12.793
26	13132437		INSUCESSO	2018-06-20 14:31:28.340
26	13139419		INSUCESSO	2018-06-20 14:31:21.803
26	13100155		INSUCESSO	2018-06-20 14:31:14.753
26	13132437		INSUCESSO	2018-06-20 14:16:25.590
26	13139419		INSUCESSO	2018-06-20 14:16:20.143
26	13100155		INSUCESSO	2018-06-20 14:16:13.217
26	13132437		INSUCESSO	2018-06-20 14:01:27.453
26	13139419		INSUCESSO	2018-06-20 14:01:21.367
26	13100155		INSUCESSO	2018-06-20 14:01:13.880
26	13132437		INSUCESSO	2018-06-20 13:46:18.200
26	13139419		INSUCESSO	2018-06-20 13:46:14.317
26	13100155		INSUCESSO	2018-06-20 13:46:08.903
26	13132437		INSUCESSO	2018-06-20 13:31:22.140
26	13139419		INSUCESSO	2018-06-20 13:31:18.583
26	13100155		INSUCESSO	2018-06-20 13:31:13.700
26	13132437		INSUCESSO	2018-06-20 13:16:22.507
26	13139419		INSUCESSO	2018-06-20 13:16:17.747
26	13100155		INSUCESSO	2018-06-20 13:16:10.760
26	13132437		INSUCESSO	2018-06-20 13:01:22.477
26	13139419		INSUCESSO	2018-06-20 13:01:16.097
26	13100155		INSUCESSO	2018-06-20 13:01:10.137
26	13132437		INSUCESSO	2018-06-20 12:46:24.980
26	13139419		INSUCESSO	2018-06-20 12:46:19.707
26	13100155		INSUCESSO	2018-06-20 12:46:13.480
26	13132437		INSUCESSO	2018-06-20 12:31:31.080
26	13139419		INSUCESSO	2018-06-20 12:31:24.373
26	13100155		INSUCESSO	2018-06-20 12:31:16.167
26	13132437		INSUCESSO	2018-06-20 12:16:32.143
26	13139419		INSUCESSO	2018-06-20 12:16:25.590
26	13100155		INSUCESSO	2018-06-20 12:16:12.050
26	13132437		INSUCESSO	2018-06-20 12:01:26.720
26	13139419		INSUCESSO	2018-06-20 12:01:20.277
26	13132437		INSUCESSO	2018-06-20 11:46:19.530
26	13139419		INSUCESSO	2018-06-20 11:46:15.490
26	13132437		INSUCESSO	2018-06-20 11:31:24.637
26	13139419		INSUCESSO	2018-06-20 11:31:21.627
26	13132437		INSUCESSO	2018-06-20 11:16:22.207
26	13139419		INSUCESSO	2018-06-20 11:16:17.120
26	13132437		INSUCESSO	2018-06-20 11:01:30.007
26	13139419		INSUCESSO	2018-06-20 11:01:23.457
26	13132437		INSUCESSO	2018-06-20 10:46:24.207
26	13139419		INSUCESSO	2018-06-20 10:46:17.813
29	13040291		DUPLICIDADE	2018-06-20 10:31:25.957
26	13132437		INSUCESSO	2018-06-20 10:31:20.530
26	13139419		INSUCESSO	2018-06-20 10:31:15.553
29	13040291	173028	SUCESSO	2018-06-20 10:16:31.453
26	13132437		INSUCESSO	2018-06-20 10:16:22.607
26	13139419		INSUCESSO	2018-06-20 10:16:17.100
26	13132437		INSUCESSO	2018-06-20 10:01:22.200
26	13139419		INSUCESSO	2018-06-20 10:01:16.490
26	13132437		INSUCESSO	2018-06-20 09:46:19.320
26	13139419		INSUCESSO	2018-06-20 09:46:13.343
26	13132437		INSUCESSO	2018-06-20 09:31:18.203
26	13139419		INSUCESSO	2018-06-20 09:31:15.253
26	13132437		INSUCESSO	2018-06-20 09:16:19.577
26	13139419		INSUCESSO	2018-06-20 09:16:13.540
26	13132437		INSUCESSO	2018-06-20 09:01:22.570
26	13139419		INSUCESSO	2018-06-20 09:01:16.363
26	13132437		INSUCESSO	2018-06-20 08:46:13.813
26	13139419		INSUCESSO	2018-06-20 08:46:10.383
26	13132437		INSUCESSO	2018-06-20 08:31:17.467
26	13139419		INSUCESSO	2018-06-20 08:31:13.363
26	13132437		INSUCESSO	2018-06-20 08:16:18.273
